"time" "N1" "N2" "N3" "N4" "N5" "R1" "R2" "R3" "R4" "R5"
"3445" 1860.75 13.4806 22.2454 24.5999 11.4423 48.0301 0.4701 0.1873 0.099 0.1364 0.1692
"3446" 1861 13.5417 22.5823 24.3082 11.372 48.0053 0.4784 0.1878 0.0988 0.1349 0.1617
"3447" 1861.25 13.6022 22.9226 24.0186 11.3014 47.9774 0.4866 0.1882 0.0987 0.1333 0.154
"3448" 1861.5 13.6619 23.2662 23.7311 11.2305 47.9462 0.4946 0.1885 0.0985 0.1317 0.1462
"3449" 1861.75 13.721 23.6132 23.4457 11.1594 47.9118 0.5026 0.1887 0.0984 0.13 0.1382
"3450" 1862 13.7799 23.9548 23.1632 11.0884 47.8762 0.5106 0.1892 0.0987 0.1285 0.1305
"3451" 1862.25 13.8466 24.2483 22.8967 11.0245 47.8322 0.5192 0.1917 0.1019 0.1276 0.1257
"3452" 1862.5 13.9071 24.5084 22.6841 10.9875 47.7299 0.5268 0.1949 0.1091 0.1273 0.1226
"3453" 1862.75 13.9518 24.741 22.544 10.9757 47.5766 0.5321 0.1974 0.118 0.1273 0.1199
"3454" 1863 13.9827 24.9495 22.4874 10.9651 47.3795 0.5348 0.1996 0.1284 0.1274 0.1175
"3455" 1863.25 13.9997 25.1332 22.5193 10.9552 47.1395 0.5345 0.2011 0.1397 0.1276 0.115
"3456" 1863.5 14.0022 25.2906 22.6436 10.9461 46.8558 0.5312 0.202 0.1519 0.1278 0.1125
"3457" 1863.75 13.9898 25.42 22.8643 10.9379 46.5272 0.5245 0.2021 0.165 0.128 0.1099
"3458" 1864 13.9615 25.5193 23.186 10.9305 46.1525 0.5144 0.2014 0.1789 0.1283 0.1071
"3459" 1864.25 13.9173 25.5878 23.6017 10.9244 45.7319 0.5014 0.2005 0.1944 0.1288 0.1048
"3460" 1864.5 13.8659 25.6419 24.0314 10.922 45.2931 0.4889 0.2012 0.2129 0.1301 0.1044
"3461" 1864.75 13.8125 25.6918 24.4641 10.9248 44.8517 0.4763 0.2019 0.2314 0.1314 0.104
"3462" 1865 13.7573 25.7378 24.9001 10.933 44.4085 0.4635 0.2024 0.25 0.1328 0.1037
"3463" 1865.25 13.7003 25.7797 25.3394 10.9464 43.9638 0.4506 0.2027 0.2685 0.1341 0.1033
"3464" 1865.5 13.6414 25.8177 25.7818 10.9651 43.5175 0.4376 0.2028 0.2869 0.1355 0.103
"3465" 1865.75 13.5809 25.8517 26.2272 10.9892 43.0699 0.4244 0.2027 0.3053 0.1368 0.1027
"3466" 1866 13.5186 25.8816 26.6755 11.0185 42.621 0.4111 0.2024 0.3236 0.1382 0.1023
"3467" 1866.25 13.4546 25.9074 27.1265 11.0531 42.171 0.3977 0.2019 0.3419 0.1395 0.102
"3468" 1866.5 13.3888 25.9292 27.5801 11.0931 41.72 0.3841 0.2012 0.3601 0.1409 0.1016
"3469" 1866.75 13.3215 25.9468 28.0363 11.1384 41.2682 0.3705 0.2003 0.3782 0.1422 0.1013
"3470" 1867 13.2525 25.9603 28.4948 11.1891 40.8155 0.3567 0.1992 0.3962 0.1436 0.1009
"3471" 1867.25 13.1818 25.9696 28.9554 11.2453 40.3622 0.3428 0.1979 0.4141 0.1449 0.1006
"3472" 1867.5 13.1096 25.9748 29.4181 11.3069 39.9084 0.3287 0.1964 0.4319 0.1463 0.1003
"3473" 1867.75 13.0358 25.9758 29.8827 11.374 39.4542 0.3146 0.1947 0.4496 0.1476 0.0999
"3474" 1868 12.9604 25.9726 30.349 11.4466 38.9997 0.3004 0.1928 0.4672 0.1489 0.0996
"3475" 1868.25 12.8835 25.9652 30.8168 11.5248 38.545 0.2861 0.1907 0.4847 0.1503 0.0992
"3476" 1868.5 12.8052 25.9535 31.286 11.6087 38.0903 0.2717 0.1883 0.502 0.1516 0.0989
"3477" 1868.75 12.7253 25.9376 31.7563 11.6984 37.6355 0.2572 0.1858 0.5193 0.1529 0.0985
"3478" 1869 12.644 25.9175 32.2277 11.7938 37.181 0.2426 0.183 0.5364 0.1542 0.0982
"3479" 1869.25 12.5613 25.8931 32.6998 11.8951 36.7266 0.228 0.18 0.5533 0.1555 0.0978
"3480" 1869.5 12.4772 25.8644 33.1726 12.0023 36.2726 0.2133 0.1768 0.5702 0.1568 0.0975
"3481" 1869.75 12.3917 25.8315 33.6457 12.1156 35.8191 0.1985 0.1734 0.5869 0.1581 0.0971
"3482" 1870 12.3049 25.7942 34.119 12.235 35.3661 0.1837 0.1698 0.6034 0.1593 0.0968
"3483" 1870.25 12.2167 25.7527 34.5923 12.3606 34.9138 0.1688 0.1659 0.6198 0.1606 0.0964
"3484" 1870.5 12.1273 25.707 35.0653 12.4925 34.4622 0.1539 0.1618 0.6361 0.1618 0.0961
"3485" 1870.75 12.0366 25.6569 35.5379 12.6308 34.0115 0.1389 0.1575 0.6522 0.1631 0.0957
"3486" 1871 11.9454 25.6042 35.9931 12.7759 33.5635 0.1249 0.1539 0.6693 0.1646 0.0962
"3487" 1871.25 11.8658 25.5768 36.3216 12.9318 33.1497 0.1165 0.1537 0.6894 0.1673 0.0993
"3488" 1871.5 11.7927 25.5722 36.549 13.1007 32.7819 0.1117 0.1543 0.7091 0.1703 0.1028
"3489" 1871.75 11.706 25.54 36.7216 13.286 32.478 0.1091 0.1558 0.7277 0.1739 0.108
"3490" 1872 11.6097 25.4838 36.8579 13.4851 32.2409 0.1072 0.1561 0.7426 0.1775 0.1129
"3491" 1872.25 11.5069 25.4102 36.9676 13.6795 32.0658 0.1058 0.156 0.7544 0.181 0.1177
"3492" 1872.5 11.3992 25.3229 37.0562 13.8678 31.947 0.1046 0.1552 0.7628 0.1842 0.122
"3493" 1872.75 11.2876 25.2241 37.1263 14.0509 31.8771 0.1036 0.1537 0.7683 0.1873 0.1259
"3494" 1873 11.1728 25.1153 37.1801 14.2295 31.85 0.1027 0.1516 0.7712 0.1901 0.1293
"3495" 1873.25 11.0555 24.9979 37.2197 14.4043 31.8604 0.1019 0.1489 0.7718 0.1928 0.1324
"3496" 1873.5 10.9361 24.8731 37.2466 14.5757 31.9035 0.1012 0.1457 0.7704 0.1952 0.1351
"3497" 1873.75 10.8152 24.7419 37.2621 14.7442 31.9752 0.1006 0.142 0.7671 0.1975 0.1375
"3498" 1874 10.6931 24.6051 37.2676 14.9101 32.0721 0.1 0.138 0.7623 0.1997 0.1395
"3499" 1874.25 10.5702 24.4636 37.2642 15.0739 32.1908 0.0996 0.1335 0.7561 0.2017 0.1413
"3500" 1874.5 10.4468 24.318 37.2527 15.2359 32.3288 0.0991 0.1287 0.7486 0.2036 0.1429
"3501" 1874.75 10.3231 24.1689 37.2341 15.3964 32.4833 0.0987 0.1236 0.7401 0.2054 0.1442
"3502" 1875 10.1997 24.0178 37.2108 15.5427 32.6544 0.0987 0.1191 0.7313 0.2072 0.1459
"3503" 1875.25 10.0778 23.8678 37.1875 15.6631 32.8462 0.0987 0.1153 0.7219 0.2092 0.1477
"3504" 1875.5 9.9575 23.7168 37.1645 15.7604 33.0594 0.0987 0.1121 0.7118 0.2111 0.1496
"3505" 1875.75 9.8401 23.5497 37.1299 15.8404 33.3013 0.0996 0.1103 0.7018 0.2134 0.1527
"3506" 1876 9.7296 23.3695 37.0711 15.9097 33.583 0.1014 0.1088 0.6904 0.2155 0.1562
"3507" 1876.25 9.6285 23.1791 36.9925 15.9701 33.8876 0.1039 0.108 0.6787 0.2177 0.1604
"3508" 1876.5 9.5392 22.986 36.9069 16.0275 34.1882 0.1069 0.1076 0.6677 0.2198 0.1649
"3509" 1876.75 9.4621 22.7915 36.8161 16.0826 34.486 0.11 0.1073 0.6567 0.2216 0.1695
"3510" 1877 9.3972 22.5957 36.7203 16.1354 34.7807 0.1132 0.1069 0.6458 0.2232 0.174
"3511" 1877.25 9.3446 22.3985 36.6194 16.1859 35.0724 0.1166 0.1066 0.635 0.2245 0.1786
"3512" 1877.5 9.3044 22.2001 36.5136 16.2341 35.3608 0.1201 0.1063 0.6243 0.2255 0.1831
"3513" 1877.75 9.2767 22.0006 36.4028 16.2799 35.6459 0.1237 0.1059 0.6136 0.2263 0.1876
"3514" 1878 9.2617 21.7998 36.2871 16.3233 35.9273 0.1274 0.1056 0.603 0.2268 0.1921
"3515" 1878.25 9.2594 21.598 36.1665 16.3643 36.2051 0.1313 0.1052 0.5925 0.227 0.1965
"3516" 1878.5 9.2702 21.3951 36.0409 16.4028 36.479 0.1353 0.1049 0.582 0.227 0.2009
"3517" 1878.75 9.2943 21.1911 35.9104 16.4388 36.7489 0.1394 0.1046 0.5717 0.2266 0.2053
"3518" 1879 9.3319 20.9862 35.7749 16.4722 37.0144 0.1436 0.1042 0.5615 0.226 0.2097
"3519" 1879.25 9.3835 20.7802 35.6344 16.5029 37.2754 0.1479 0.1038 0.5514 0.225 0.2141
"3520" 1879.5 9.4493 20.5733 35.4889 16.5309 37.5316 0.1524 0.1035 0.5413 0.2238 0.2184
"3521" 1879.75 9.5298 20.3654 35.3383 16.5561 37.7828 0.157 0.1031 0.5315 0.2222 0.2226
"3522" 1880 9.6256 20.1565 35.1825 16.5785 38.0286 0.1617 0.1027 0.5217 0.2203 0.2269
"3523" 1880.25 9.7372 19.9466 35.0214 16.5978 38.2687 0.1665 0.1023 0.5121 0.2181 0.231
"3524" 1880.5 9.8652 19.7357 34.855 16.6141 38.5028 0.1714 0.1019 0.5026 0.2155 0.2352
"3525" 1880.75 10.0105 19.5237 34.6831 16.6272 38.7304 0.1765 0.1015 0.4933 0.2125 0.2393
"3526" 1881 10.1721 19.3108 34.5057 16.637 38.9514 0.1818 0.1011 0.4843 0.2093 0.2434
"3527" 1881.25 10.338 19.0984 34.3258 16.6451 39.1693 0.1872 0.101 0.4756 0.2059 0.2477
"3528" 1881.5 10.5059 18.8874 34.1449 16.6522 39.3859 0.1926 0.1008 0.4669 0.2026 0.2519
"3529" 1881.75 10.6759 18.6778 33.9632 16.6583 39.6013 0.198 0.1007 0.4583 0.1992 0.2561
"3530" 1882 10.8478 18.4695 33.7805 16.6634 39.8154 0.2035 0.1006 0.4497 0.1957 0.2602
"3531" 1882.25 11.0218 18.2627 33.597 16.6676 40.0282 0.209 0.1005 0.4411 0.1922 0.2643
"3532" 1882.5 11.1978 18.0572 33.4126 16.6708 40.2396 0.2145 0.1003 0.4326 0.1887 0.2684
"3533" 1882.75 11.3759 17.8531 33.2274 16.673 40.4497 0.22 0.1002 0.4241 0.1851 0.2724
"3534" 1883 11.556 17.6505 33.0414 16.6742 40.6583 0.2255 0.1001 0.4156 0.1815 0.2764
"3535" 1883.25 11.7382 17.4492 32.8546 16.6744 40.8654 0.2311 0.1 0.4072 0.1778 0.2803
"3536" 1883.5 11.9224 17.2494 32.6671 16.6736 41.0711 0.2366 0.0998 0.3988 0.174 0.2842
"3537" 1883.75 12.1087 17.051 32.4788 16.6719 41.2752 0.2422 0.0997 0.3904 0.1703 0.288
"3538" 1884 12.2971 16.854 32.2899 16.6692 41.4778 0.2478 0.0996 0.3821 0.1664 0.2918
"3539" 1884.25 12.4875 16.6584 32.1002 16.6655 41.6787 0.2534 0.0995 0.3738 0.1625 0.2955
"3540" 1884.5 12.6801 16.4642 31.91 16.6608 41.8781 0.259 0.0993 0.3656 0.1586 0.2992
"3541" 1884.75 12.8747 16.2715 31.719 16.6551 42.0757 0.2646 0.0992 0.3574 0.1546 0.3028
"3542" 1885 13.0715 16.0802 31.5275 16.6484 42.2717 0.2702 0.0991 0.3492 0.1506 0.3064
"3543" 1885.25 13.2704 15.8903 31.3354 16.6408 42.4659 0.2758 0.099 0.3411 0.1465 0.31
"3544" 1885.5 13.4713 15.7019 31.1427 16.6322 42.6584 0.2815 0.0988 0.333 0.1424 0.3135
"3545" 1885.75 13.6744 15.5149 30.9496 16.6226 42.8491 0.2871 0.0987 0.325 0.1382 0.317
"3546" 1886 13.8794 15.3294 30.7559 16.612 43.0379 0.2927 0.0986 0.317 0.134 0.3204
"3547" 1886.25 14.0735 15.1464 30.564 16.6018 43.2286 0.2985 0.0988 0.3094 0.1301 0.3241
"3548" 1886.5 14.2492 14.9675 30.3776 16.5898 43.427 0.3042 0.0993 0.3018 0.1267 0.3279
"3549" 1886.75 14.4084 14.796 30.2042 16.5608 43.6296 0.3099 0.1009 0.2949 0.1239 0.3322
"3550" 1887 14.5546 14.6409 30.0635 16.517 43.7967 0.3152 0.1038 0.2909 0.1217 0.3371
"3551" 1887.25 14.6897 14.5051 29.9632 16.461 43.9289 0.3192 0.107 0.2881 0.1198 0.3415
"3552" 1887.5 14.8142 14.3883 29.9026 16.3934 44.0278 0.3219 0.11 0.2863 0.1179 0.3454
"3553" 1887.75 14.9282 14.2893 29.8804 16.3151 44.0951 0.3233 0.1131 0.2854 0.1162 0.3486
"3554" 1888 15.0321 14.2074 29.8951 16.2268 44.132 0.3234 0.116 0.2854 0.1146 0.3513
"3555" 1888.25 15.1262 14.1415 29.9452 16.1291 44.1401 0.3224 0.1188 0.2862 0.113 0.3534
"3556" 1888.5 15.2109 14.0908 30.0294 16.0227 44.1207 0.3201 0.1216 0.2877 0.1115 0.355
"3557" 1888.75 15.2864 14.0543 30.1461 15.9083 44.0752 0.3168 0.1242 0.29 0.1102 0.356
"3558" 1889 15.3531 14.0312 30.2939 15.7864 44.0049 0.3124 0.1267 0.2929 0.1089 0.3565
"3559" 1889.25 15.4112 14.0206 30.4715 15.6576 43.9111 0.307 0.1291 0.2964 0.1076 0.3566
"3560" 1889.5 15.4612 14.0217 30.6774 15.5225 43.795 0.3006 0.1313 0.3004 0.1064 0.3561
"3561" 1889.75 15.5032 14.0338 30.9103 15.3815 43.658 0.2932 0.1334 0.305 0.1053 0.3552
"3562" 1890 15.5377 14.0559 31.1688 15.2353 43.5012 0.285 0.1354 0.3101 0.1043 0.354
"3563" 1890.25 15.565 14.0874 31.4517 15.0843 43.3258 0.2759 0.1372 0.3155 0.1033 0.3523
"3564" 1890.5 15.5852 14.1276 31.7577 14.929 43.1329 0.266 0.1388 0.3214 0.1023 0.3502
"3565" 1890.75 15.5988 14.1756 32.0855 14.7698 42.9236 0.2553 0.1403 0.3277 0.1014 0.3478
"3566" 1891 15.6061 14.231 32.4338 14.6071 42.699 0.2439 0.1417 0.3344 0.1006 0.345
"3567" 1891.25 15.6073 14.2929 32.8014 14.4413 42.4601 0.2318 0.1429 0.3413 0.0998 0.3419
"3568" 1891.5 15.6027 14.3608 33.1872 14.2729 42.208 0.2191 0.144 0.3485 0.099 0.3386
"3569" 1891.75 15.5927 14.4341 33.59 14.1021 41.9436 0.2058 0.145 0.356 0.0983 0.335
"3570" 1892 15.5775 14.5121 34.0085 13.9294 41.6679 0.1919 0.1458 0.3638 0.0976 0.3311
"3571" 1892.25 15.5574 14.5943 34.4416 13.755 41.3818 0.1775 0.1465 0.3717 0.0969 0.327
"3572" 1892.5 15.5327 14.6801 34.8884 13.5794 41.0862 0.1627 0.1471 0.3799 0.0963 0.3227
"3573" 1892.75 15.5037 14.7691 35.3475 13.4027 40.7821 0.1474 0.1475 0.3882 0.0958 0.3183
"3574" 1893 15.4708 14.8608 35.8154 13.2254 40.4705 0.1318 0.1481 0.3969 0.0953 0.3138
"3575" 1893.25 15.4338 14.9331 36.2198 13.052 40.1665 0.1212 0.1545 0.4128 0.0972 0.315
"3576" 1893.5 15.3698 14.966 36.5248 12.9003 39.9295 0.1166 0.1668 0.4338 0.1019 0.3224
"3577" 1893.75 15.2842 14.976 36.7724 12.7753 39.7782 0.1134 0.1776 0.4503 0.1067 0.3295
"3578" 1894 15.1816 14.9676 36.9734 12.6749 39.7065 0.1106 0.1862 0.4613 0.1112 0.3354
"3579" 1894.25 15.0647 14.9431 37.1331 12.5965 39.7067 0.1082 0.1925 0.4673 0.1154 0.34
"3580" 1894.5 14.9355 14.9045 37.2559 12.5375 39.7712 0.1061 0.1969 0.4687 0.1191 0.3436
"3581" 1894.75 14.7959 14.8535 37.3454 12.4956 39.8935 0.1043 0.1994 0.4659 0.1226 0.3461
"3582" 1895 14.6473 14.7914 37.4051 12.4689 40.0679 0.1026 0.2002 0.4592 0.1256 0.3475
"3583" 1895.25 14.4911 14.7197 37.4378 12.4555 40.2889 0.1011 0.1995 0.4491 0.1284 0.3481
"3584" 1895.5 14.3284 14.6393 37.4461 12.4539 40.552 0.0998 0.1973 0.4359 0.1308 0.3478
"3585" 1895.75 14.1604 14.5514 37.4324 12.4626 40.853 0.0986 0.194 0.4199 0.133 0.3468
"3586" 1896 13.9879 14.4568 37.3988 12.4803 41.1878 0.0976 0.1895 0.4013 0.1349 0.345
"3587" 1896.25 13.8118 14.3564 37.3473 12.5058 41.5531 0.0966 0.1839 0.3804 0.1365 0.3427
"3588" 1896.5 13.6327 14.2508 37.2796 12.5382 41.9455 0.0957 0.1775 0.3575 0.1379 0.3397
"3589" 1896.75 13.4514 14.1408 37.1974 12.5763 42.3621 0.095 0.1702 0.3327 0.1391 0.3362
"3590" 1897 13.2685 14.0271 37.1023 12.6193 42.7977 0.0943 0.1624 0.3066 0.1402 0.3324
"3591" 1897.25 13.0858 13.9116 36.9999 12.6674 43.2337 0.0941 0.1548 0.2808 0.1413 0.3289
"3592" 1897.5 12.9043 13.7957 36.8938 12.7206 43.6687 0.0939 0.1469 0.2549 0.1424 0.3253
"3593" 1897.75 12.7244 13.6795 36.7844 12.7785 44.1032 0.0937 0.1388 0.2289 0.1434 0.3215
"3594" 1898 12.5459 13.5631 36.6719 12.8409 44.5374 0.0935 0.1304 0.2026 0.1443 0.3176
"3595" 1898.25 12.369 13.4465 36.5564 12.9074 44.9711 0.0933 0.1218 0.1761 0.1451 0.3135
"3596" 1898.5 12.1936 13.3298 36.4381 12.9775 45.4046 0.0931 0.113 0.1495 0.1458 0.3094
"3597" 1898.75 12.0213 13.2141 36.322 13.032 45.8206 0.0939 0.1066 0.1262 0.1473 0.307
"3598" 1899 11.8652 13.0984 36.1733 13.059 46.1778 0.0999 0.1089 0.1155 0.1515 0.3119
"3599" 1899.25 11.7529 13.0149 35.9637 13.0645 46.479 0.1101 0.1167 0.1133 0.1567 0.3205
"3600" 1899.5 11.6891 12.9686 35.7285 13.0596 46.7421 0.1206 0.1238 0.1115 0.1606 0.3275
"3601" 1899.75 11.6719 12.9543 35.471 13.0452 46.9707 0.1313 0.13 0.1099 0.1632 0.333
"3602" 1900 11.7 12.9677 35.1934 13.0221 47.1668 0.1422 0.1356 0.1083 0.1645 0.3372
"3603" 1900.25 11.7722 13.0046 34.8978 12.9909 47.3323 0.1531 0.1403 0.1069 0.1646 0.3401
"3604" 1900.5 11.869 13.0627 34.5892 12.9536 47.474 0.1644 0.1451 0.1062 0.1642 0.3424
"3605" 1900.75 11.9639 13.1421 34.2763 12.9135 47.6049 0.1757 0.1497 0.1057 0.1637 0.3441
"3606" 1901 12.0569 13.242 33.9602 12.8711 47.7264 0.1869 0.1541 0.1053 0.1632 0.3452
"3607" 1901.25 12.1481 13.3614 33.6412 12.8264 47.8387 0.1981 0.1582 0.1049 0.1626 0.3457
"3608" 1901.5 12.2376 13.4996 33.3196 12.7796 47.9422 0.2093 0.1621 0.1045 0.1619 0.3455
"3609" 1901.75 12.3253 13.6558 32.9958 12.7307 48.037 0.2203 0.1658 0.1041 0.1612 0.3448
"3610" 1902 12.4113 13.8294 32.6701 12.6799 48.1233 0.2313 0.1693 0.1037 0.1604 0.3434
"3611" 1902.25 12.4956 14.0199 32.3426 12.6272 48.2012 0.2423 0.1725 0.1033 0.1595 0.3415
"3612" 1902.5 12.5782 14.2267 32.0136 12.5727 48.271 0.2531 0.1756 0.1029 0.1586 0.3391
"3613" 1902.75 12.6591 14.4495 31.6833 12.5165 48.3328 0.2639 0.1784 0.1026 0.1576 0.3361
"3614" 1903 12.7383 14.6877 31.3519 12.4586 48.3866 0.2745 0.181 0.1022 0.1565 0.3326
"3615" 1903.25 12.8163 14.9358 31.0205 12.3994 48.4341 0.2851 0.1835 0.102 0.1555 0.3289
"3616" 1903.5 12.8938 15.1869 30.6908 12.3397 48.4785 0.2957 0.186 0.1019 0.1544 0.325
"3617" 1903.75 12.9709 15.4411 30.3629 12.2796 48.5199 0.3061 0.1885 0.1018 0.1533 0.321
"3618" 1904 13.0477 15.6985 30.0369 12.2191 48.5583 0.3165 0.1908 0.1016 0.1522 0.3168
"3619" 1904.25 13.124 15.959 29.7128 12.1582 48.5936 0.3267 0.193 0.1015 0.1511 0.3125
"3620" 1904.5 13.1999 16.2227 29.3907 12.0968 48.626 0.3368 0.1952 0.1014 0.1499 0.308
"3621" 1904.75 13.2754 16.4895 29.0704 12.0351 48.6553 0.3469 0.1972 0.1012 0.1487 0.3034
"3622" 1905 13.3504 16.7595 28.752 11.9729 48.6816 0.3568 0.1992 0.1011 0.1475 0.2987
"3623" 1905.25 13.425 17.0327 28.4356 11.9104 48.7048 0.3666 0.2011 0.101 0.1462 0.2937
"3624" 1905.5 13.499 17.3092 28.1211 11.8475 48.725 0.3763 0.2029 0.1008 0.145 0.2887
"3625" 1905.75 13.5726 17.5888 27.8086 11.7843 48.742 0.3859 0.2046 0.1007 0.1437 0.2835
"3626" 1906 13.6457 17.8717 27.498 11.7207 48.756 0.3954 0.2062 0.1005 0.1423 0.2781
"3627" 1906.25 13.7183 18.1578 27.1894 11.6567 48.767 0.4048 0.2077 0.1004 0.141 0.2726
"3628" 1906.5 13.7903 18.4471 26.8828 11.5924 48.7748 0.414 0.2092 0.1003 0.1396 0.2669
"3629" 1906.75 13.8617 18.7397 26.5782 11.5278 48.7795 0.4232 0.2105 0.1001 0.1382 0.2611
"3630" 1907 13.9326 19.0355 26.2756 11.4628 48.7811 0.4322 0.2117 0.1 0.1367 0.2552
"3631" 1907.25 14.003 19.3345 25.975 11.3975 48.7795 0.4412 0.2129 0.0999 0.1353 0.249
"3632" 1907.5 14.0727 19.6369 25.6764 11.3319 48.7749 0.45 0.2139 0.0997 0.1338 0.2428
"3633" 1907.75 14.1418 19.9425 25.3798 11.2661 48.7671 0.4587 0.2149 0.0996 0.1322 0.2363
"3634" 1908 14.2103 20.2513 25.0853 11.1999 48.7562 0.4673 0.2158 0.0995 0.1307 0.2298
"3635" 1908.25 14.2782 20.5634 24.7928 11.1334 48.7422 0.4758 0.2165 0.0993 0.1291 0.223
"3636" 1908.5 14.3454 20.8788 24.5023 11.0667 48.725 0.4842 0.2172 0.0992 0.1275 0.2161
"3637" 1908.75 14.412 21.1975 24.2139 10.9997 48.7047 0.4925 0.2178 0.099 0.1259 0.2091
"3638" 1909 14.4778 21.5194 23.9275 10.9324 48.6812 0.5006 0.2183 0.0989 0.1243 0.2019
"3639" 1909.25 14.543 21.8446 23.6432 10.8649 48.6546 0.5087 0.2187 0.0988 0.1226 0.1946
"3640" 1909.5 14.6075 22.1731 23.361 10.7972 48.6249 0.5166 0.219 0.0986 0.1209 0.1871
"3641" 1909.75 14.6713 22.5048 23.0808 10.7292 48.5921 0.5244 0.2192 0.0985 0.1192 0.1794
"3642" 1910 14.7344 22.8398 22.8028 10.661 48.5561 0.5322 0.2193 0.0984 0.1175 0.1716
"3643" 1910.25 14.7967 23.178 22.5268 10.5926 48.5169 0.5398 0.2193 0.0982 0.1157 0.1637
"3644" 1910.5 14.8582 23.5195 22.2529 10.524 48.4747 0.5472 0.2192 0.0981 0.114 0.1556
"3645" 1910.75 14.919 23.8642 21.9811 10.4552 48.4293 0.5546 0.219 0.0979 0.1122 0.1473
"3646" 1911 14.9795 24.2132 21.712 10.3822 48.38 0.562 0.219 0.0981 0.1104 0.1391
"3647" 1911.25 15.0432 24.5679 21.4548 10.303 48.3045 0.5694 0.2201 0.1005 0.1089 0.1315
"3648" 1911.5 15.1029 24.8811 21.2384 10.2205 48.2096 0.5768 0.2234 0.1064 0.1084 0.1267
"3649" 1911.75 15.1595 25.154 21.0762 10.1367 48.1023 0.5826 0.227 0.113 0.108 0.1229
"3650" 1912 15.2102 25.3971 20.9792 10.0528 47.9549 0.5869 0.2314 0.1224 0.108 0.1205
"3651" 1912.25 15.2476 25.6176 20.9609 9.9701 47.7671 0.5886 0.2355 0.133 0.1081 0.1182
"3652" 1912.5 15.271 25.815 21.0252 9.8889 47.5394 0.5877 0.2391 0.1445 0.1084 0.1159
"3653" 1912.75 15.28 25.9879 21.1755 9.8094 47.271 0.5838 0.2419 0.1568 0.1087 0.1136
"3654" 1913 15.2739 26.1345 21.4155 9.7317 46.961 0.5769 0.244 0.1699 0.109 0.1112
"3655" 1913.25 15.252 26.253 21.7494 9.656 46.6082 0.5668 0.2454 0.1838 0.1094 0.1086
"3656" 1913.5 15.2146 26.3434 22.1656 9.5826 46.2141 0.5542 0.2467 0.1994 0.1101 0.1067
"3657" 1913.75 15.1709 26.4222 22.5916 9.5139 45.8054 0.5421 0.2494 0.2174 0.1115 0.1063
"3658" 1914 15.1249 26.4969 23.0213 9.4507 45.3937 0.5299 0.252 0.2355 0.1129 0.1059
"3659" 1914.25 15.0768 26.5676 23.4551 9.3932 44.9795 0.5175 0.2544 0.2536 0.1143 0.1056
"3660" 1914.5 15.0267 26.6343 23.8928 9.341 44.5631 0.5049 0.2565 0.2717 0.1157 0.1053
"3661" 1914.75 14.9746 26.6971 24.3344 9.2943 44.1446 0.4922 0.2585 0.2897 0.1172 0.1049
"3662" 1915 14.9205 26.7558 24.7798 9.2528 43.7241 0.4793 0.2603 0.3077 0.1186 0.1046
"3663" 1915.25 14.8644 26.8106 25.2289 9.2165 43.3018 0.4662 0.2619 0.3257 0.12 0.1042
"3664" 1915.5 14.8064 26.8613 25.6816 9.1853 42.8778 0.4531 0.2633 0.3436 0.1215 0.1039
"3665" 1915.75 14.7465 26.908 26.1378 9.1592 42.4523 0.4397 0.2645 0.3615 0.123 0.1036
"3666" 1916 14.6847 26.9506 26.5975 9.1381 42.0255 0.4262 0.2655 0.3793 0.1244 0.1032
"3667" 1916.25 14.6211 26.9891 27.0606 9.122 41.5973 0.4126 0.2663 0.3971 0.1259 0.1029
"3668" 1916.5 14.5556 27.0236 27.5269 9.1108 41.1681 0.3988 0.267 0.4148 0.1273 0.1026
"3669" 1916.75 14.4884 27.054 27.9964 9.1044 40.7379 0.3849 0.2674 0.4324 0.1288 0.1022
"3670" 1917 14.4194 27.0803 28.4688 9.1029 40.3068 0.3708 0.2677 0.4499 0.1303 0.1019
"3671" 1917.25 14.3487 27.1024 28.9443 9.1061 39.875 0.3566 0.2677 0.4673 0.1317 0.1016
"3672" 1917.5 14.2763 27.1205 29.4225 9.1142 39.4427 0.3423 0.2676 0.4847 0.1332 0.1013
"3673" 1917.75 14.2023 27.1344 29.9034 9.127 39.0098 0.3278 0.2673 0.5019 0.1346 0.1009
"3674" 1918 14.1266 27.1442 30.3868 9.1445 38.5766 0.3132 0.2668 0.5191 0.1361 0.1006
"3675" 1918.25 14.0493 27.1498 30.8727 9.1668 38.1432 0.2985 0.2661 0.5361 0.1376 0.1003
"3676" 1918.5 13.9704 27.1513 31.3609 9.1938 37.7096 0.2837 0.2652 0.553 0.139 0.1
"3677" 1918.75 13.89 27.1487 31.8512 9.2255 37.276 0.2688 0.2642 0.5698 0.1405 0.0996
"3678" 1919 13.808 27.1419 32.3435 9.262 36.8426 0.2538 0.2629 0.5865 0.1419 0.0993
"3679" 1919.25 13.7246 27.1309 32.8376 9.3032 36.4093 0.2386 0.2615 0.6031 0.1433 0.099
"3680" 1919.5 13.6398 27.1158 33.3334 9.3492 35.9764 0.2234 0.2598 0.6195 0.1448 0.0987
"3681" 1919.75 13.5535 27.0966 33.8308 9.4 35.5439 0.2081 0.258 0.6358 0.1462 0.0983
"3682" 1920 13.4658 27.0732 34.3295 9.4556 35.112 0.1927 0.256 0.6519 0.1476 0.098
